Jahr;Monat;Jahr und Monat;Geschlecht;Altersgruppe;Anzahl Verstorbene;Mittlere Bevölkerung;Rohe Sterbeziffer pro 1000 Einwohner;Erwartete Anzahl Verstorbene;Mittlere Referenzbevölkerung;Standardisierte Sterberate
2019;9;2019-09-01;Alle;15-19;;7621;0.0;0;8196;0.0
2020;5;2020-05-01;Alle;15-19;;7579;0.0;0;8196;0.0
2020;6;2020-06-01;Alle;15-19;;7572;0.0;0;8196;0.0
2020;8;2020-08-01;Alle;15-19;;7593;0.0;0;8196;0.0
2020;10;2020-10-01;Alle;15-19;;7693;0.0;0;8196;0.0
2021;4;2021-04-01;Alle;15-19;;7660;0.0;0;8196;0.0
2021;5;2021-05-01;Alle;15-19;;7643;0.0;0;8196;0.0
2021;7;2021-07-01;Alle;15-19;;7649;0.0;0;8196;0.0
2022;1;2022-01-01;Alle;15-19;;7842;0.0;0;8196;0.0
2022;5;2022-05-01;Alle;15-19;;7940;0.0;0;8196;0.0
2022;8;2022-08-01;Alle;15-19;;7941;0.0;0;8196;0.0
2022;9;2022-09-01;Alle;15-19;;7996;0.0;0;8196;0.0
2022;10;2022-10-01;Alle;15-19;1;8064;0.124;1;8196;0.124
2023;5;2023-05-01;Alle;15-19;;8245;0.0;0;8196;0.0
2023;6;2023-06-01;Alle;15-19;;8247;0.0;0;8196;0.0
2023;8;2023-08-01;Alle;15-19;;8274;0.0;0;8196;0.0
2023;9;2023-09-01;Alle;15-19;;8325;0.0;0;8196;0.0
2023;10;2023-10-01;Alle;15-19;;8380;0.0;0;8196;0.0
2024;4;2024-04-01;Alle;15-19;;8486;0.0;0;8196;0.0
2024;5;2024-05-01;Alle;15-19;;8500;0.0;0;8196;0.0
2024;6;2024-06-01;Alle;15-19;;8515;0.0;0;8196;0.0
2024;9;2024-09-01;Alle;15-19;;8546;0.0;0;8196;0.0
2025;1;2025-01-01;Alle;15-19;;8690;0.0;0;8196;0.0
2025;2;2025-02-01;Alle;15-19;;8701;0.0;0;8196;0.0
2025;3;2025-03-01;Alle;15-19;;8714;0.0;0;8196;0.0
2025;4;2025-04-01;Alle;15-19;;8730;0.0;0;8196;0.0
2025;8;2025-08-01;Alle;15-19;;8744;0.0;0;8196;0.0
2025;9;2025-09-01;Alle;15-19;;8823;0.0;0;8196;0.0
2012;1;2012-01-01;Alle;20-24;1;12108;0.083;1;12108;0.083
2012;9;2012-09-01;Alle;20-24;;12119;0.0;0;12108;0.0
2012;12;2012-12-01;Alle;20-24;;12302;0.0;0;12108;0.0
2013;3;2013-03-01;Alle;20-24;1;12343;0.081;1;12108;0.081
2013;7;2013-07-01;Alle;20-24;;12209;0.0;0;12108;0.0
2013;10;2013-10-01;Alle;20-24;2;12243;0.163;2;12108;0.163
2014;1;2014-01-01;Alle;20-24;;12171;0.0;0;12108;0.0
2014;5;2014-05-01;Alle;20-24;1;12010;0.083;1;12108;0.083
2014;7;2014-07-01;Alle;20-24;;11919;0.0;0;12108;0.0
2014;12;2014-12-01;Alle;20-24;;11997;0.0;0;12108;0.0
2015;1;2015-01-01;Alle;20-24;;11967;0.0;0;12108;0.0
2015;2;2015-02-01;Alle;20-24;;11918;0.0;0;12108;0.0
2015;6;2015-06-01;Alle;20-24;1;11763;0.085;1;12108;0.085
2015;9;2015-09-01;Alle;20-24;;11701;0.0;0;12108;0.0
2015;11;2015-11-01;Alle;20-24;;11770;0.0;0;12108;0.0
2016;1;2016-01-01;Alle;20-24;;11693;0.0;0;12108;0.0
2016;3;2016-03-01;Alle;20-24;;11759;0.0;0;12108;0.0
2016;6;2016-06-01;Alle;20-24;;11666;0.0;0;12108;0.0
2016;11;2016-11-01;Alle;20-24;;11600;0.0;0;12108;0.0
2017;3;2017-03-01;Alle;20-24;;11421;0.0;0;12108;0.0
2017;6;2017-06-01;Alle;20-24;1;11305;0.088;1;12108;0.088
2017;9;2017-09-01;Alle;20-24;;11173;0.0;0;12108;0.0
2017;12;2017-12-01;Alle;20-24;1;11291;0.089;1;12108;0.089
2018;3;2018-03-01;Alle;20-24;;11239;0.0;0;12108;0.0
2018;4;2018-04-01;Alle;20-24;;11228;0.0;0;12108;0.0
2018;6;2018-06-01;Alle;20-24;;11143;0.0;0;12108;0.0
2018;8;2018-08-01;Alle;20-24;;11026;0.0;0;12108;0.0
2018;9;2018-09-01;Alle;20-24;;11067;0.0;0;12108;0.0
2018;12;2018-12-01;Alle;20-24;;11196;0.0;0;12108;0.0
2019;2;2019-02-01;Alle;20-24;1;11172;0.09;1;12108;0.09
2019;6;2019-06-01;Alle;20-24;;11081;0.0;0;12108;0.0
2019;12;2019-12-01;Alle;20-24;;11030;0.0;0;12108;0.0
2020;5;2020-05-01;Alle;20-24;;11075;0.0;0;12108;0.0
2020;12;2020-12-01;Alle;20-24;;11186;0.0;0;12108;0.0
2021;2;2021-02-01;Alle;20-24;;11147;0.0;0;12108;0.0
2021;6;2021-06-01;Alle;20-24;;10983;0.0;0;12108;0.0
2021;7;2021-07-01;Alle;20-24;;10826;0.0;0;12108;0.0
2021;8;2021-08-01;Alle;20-24;1;10678;0.094;1;12108;0.094
2022;2;2022-02-01;Alle;20-24;;10971;0.0;0;12108;0.0
2022;10;2022-10-01;Alle;20-24;;11003;0.0;0;12108;0.0
2023;3;2023-03-01;Alle;20-24;;11036;0.0;0;12108;0.0
2023;4;2023-04-01;Alle;20-24;;11027;0.0;0;12108;0.0
2023;6;2023-06-01;Alle;20-24;;10941;0.0;0;12108;0.0
2023;8;2023-08-01;Alle;20-24;;10871;0.0;0;12108;0.0
2023;10;2023-10-01;Alle;20-24;;11046;0.0;0;12108;0.0
2023;11;2023-11-01;Alle;20-24;;11113;0.0;0;12108;0.0
2024;4;2024-04-01;Alle;20-24;;11060;0.0;0;12108;0.0
2024;5;2024-05-01;Alle;20-24;;11043;0.0;0;12108;0.0
2024;10;2024-10-01;Alle;20-24;;11047;0.0;0;12108;0.0
2025;3;2025-03-01;Alle;20-24;;11191;0.0;0;12108;0.0
2025;4;2025-04-01;Alle;20-24;;11179;0.0;0;12108;0.0
2025;7;2025-07-01;Alle;20-24;;11030;0.0;0;12108;0.0
2012;4;2012-04-01;Alle;25-29;;16151;0.0;0;16135;0.0
2012;8;2012-08-01;Alle;25-29;2;16151;0.124;2;16135;0.124
2012;9;2012-09-01;Alle;25-29;;16138;0.0;0;16135;0.0
2013;3;2013-03-01;Alle;25-29;;16077;0.0;0;16135;0.0
2013;4;2013-04-01;Alle;25-29;;16131;0.0;0;16135;0.0
2013;8;2013-08-01;Alle;25-29;;16219;0.0;0;16135;0.0
2013;10;2013-10-01;Alle;25-29;;16396;0.0;0;16135;0.0
2014;1;2014-01-01;Alle;25-29;;16392;0.0;0;16135;0.0
2014;2;2014-02-01;Alle;25-29;;16424;0.0;0;16135;0.0
2014;6;2014-06-01;Alle;25-29;;16524;0.0;0;16135;0.0
2014;7;2014-07-01;Alle;25-29;;16501;0.0;0;16135;0.0
2014;10;2014-10-01;Alle;25-29;;16553;0.0;0;16135;0.0
2014;11;2014-11-01;Alle;25-29;;16569;0.0;0;16135;0.0
2015;8;2015-08-01;Alle;25-29;;16544;0.0;0;16135;0.0
2016;1;2016-01-01;Alle;25-29;;16617;0.0;0;16135;0.0
2016;3;2016-03-01;Alle;25-29;;16605;0.0;0;16135;0.0
2016;6;2016-06-01;Alle;25-29;;16536;0.0;0;16135;0.0
2016;7;2016-07-01;Alle;25-29;;16493;0.0;0;16135;0.0
2017;3;2017-03-01;Alle;25-29;;16586;0.0;0;16135;0.0
2017;8;2017-08-01;Alle;25-29;1;16406;0.061;1;16135;0.061
2017;10;2017-10-01;Alle;25-29;;16464;0.0;0;16135;0.0
2018;1;2018-01-01;Alle;25-29;;16460;0.0;0;16135;0.0
2018;2;2018-02-01;Alle;25-29;;16470;0.0;0;16135;0.0
2018;4;2018-04-01;Alle;25-29;2;16482;0.121;2;16135;0.121
2018;8;2018-08-01;Alle;25-29;;16342;0.0;0;16135;0.0
2018;11;2018-11-01;Alle;25-29;;16465;0.0;0;16135;0.0
2018;12;2018-12-01;Alle;25-29;1;16417;0.061;1;16135;0.061
2019;2;2019-02-01;Alle;25-29;1;16282;0.061;1;16135;0.061
2019;3;2019-03-01;Alle;25-29;1;16237;0.062;1;16135;0.062
2019;6;2019-06-01;Alle;25-29;3;16241;0.185;3;16135;0.185
2020;2;2020-02-01;Alle;25-29;;16151;0.0;0;16135;0.0
2020;6;2020-06-01;Alle;25-29;;16057;0.0;0;16135;0.0
2020;7;2020-07-01;Alle;25-29;;16011;0.0;0;16135;0.0
2020;10;2020-10-01;Alle;25-29;;16002;0.0;0;16135;0.0
2020;11;2020-11-01;Alle;25-29;;16023;0.0;0;16135;0.0
2021;2;2021-02-01;Alle;25-29;;16024;0.0;0;16135;0.0
2021;7;2021-07-01;Alle;25-29;;15886;0.0;0;16135;0.0
2022;2;2022-02-01;Alle;25-29;;15955;0.0;0;16135;0.0
2022;5;2022-05-01;Alle;25-29;1;16090;0.062;1;16135;0.062
2022;8;2022-08-01;Alle;25-29;;15956;0.0;0;16135;0.0
2023;3;2023-03-01;Alle;25-29;;16015;0.0;0;16135;0.0
2023;5;2023-05-01;Alle;25-29;1;16035;0.062;1;16135;0.062
2023;7;2023-07-01;Alle;25-29;;16028;0.0;0;16135;0.0
2023;9;2023-09-01;Alle;25-29;;15976;0.0;0;16135;0.0
2023;10;2023-10-01;Alle;25-29;;15992;0.0;0;16135;0.0
2023;11;2023-11-01;Alle;25-29;;15982;0.0;0;16135;0.0
2024;2;2024-02-01;Alle;25-29;1;16009;0.062;1;16135;0.062
2024;4;2024-04-01;Alle;25-29;;16058;0.0;0;16135;0.0
2024;10;2024-10-01;Alle;25-29;1;15909;0.063;1;16135;0.063
2024;12;2024-12-01;Alle;25-29;1;15861;0.063;1;16135;0.063
2025;4;2025-04-01;Alle;25-29;;16096;0.0;0;16135;0.0
2025;6;2025-06-01;Alle;25-29;1;16141;0.062;1;16135;0.062
2025;8;2025-08-01;Alle;25-29;;16144;0.0;0;16135;0.0
2025;10;2025-10-01;Alle;25-29;;16316;0.0;0;16135;0.0
2012;5;2012-05-01;Alle;30-34;2;16014;0.125;2;15821;0.125
2012;8;2012-08-01;Alle;30-34;;16060;0.0;0;15821;0.0
2013;4;2013-04-01;Alle;30-34;1;16423;0.061;1;15821;0.061
2013;6;2013-06-01;Alle;30-34;;16518;0.0;0;15821;0.0
2013;7;2013-07-01;Alle;30-34;2;16569;0.121;2;15821;0.121
2013;11;2013-11-01;Alle;30-34;;16749;0.0;0;15821;0.0
2014;6;2014-06-01;Alle;30-34;;16976;0.0;0;15821;0.0
2014;7;2014-07-01;Alle;30-34;1;17015;0.059;1;15821;0.059
2014;8;2014-08-01;Alle;30-34;1;17042;0.059;1;15821;0.059
2014;10;2014-10-01;Alle;30-34;;17151;0.0;0;15821;0.0
2014;12;2014-12-01;Alle;30-34;1;17201;0.058;1;15821;0.058
2015;1;2015-01-01;Alle;30-34;;17186;0.0;0;15821;0.0
2015;3;2015-03-01;Alle;30-34;;17208;0.0;0;15821;0.0
2015;7;2015-07-01;Alle;30-34;;17191;0.0;0;15821;0.0
2016;1;2016-01-01;Alle;30-34;;17149;0.0;0;15821;0.0
2016;3;2016-03-01;Alle;30-34;;17183;0.0;0;15821;0.0
2016;4;2016-04-01;Alle;30-34;;17196;0.0;0;15821;0.0
2016;5;2016-05-01;Alle;30-34;1;17203;0.058;1;15821;0.058
2016;9;2016-09-01;Alle;30-34;;17286;0.0;0;15821;0.0
2016;10;2016-10-01;Alle;30-34;1;17312;0.058;1;15821;0.058
2016;12;2016-12-01;Alle;30-34;1;17267;0.058;1;15821;0.058
2017;4;2017-04-01;Alle;30-34;;17301;0.0;0;15821;0.0
2017;7;2017-07-01;Alle;30-34;;17347;0.0;0;15821;0.0
2017;8;2017-08-01;Alle;30-34;1;17356;0.058;1;15821;0.058
2018;3;2018-03-01;Alle;30-34;;17438;0.0;0;15821;0.0
2018;8;2018-08-01;Alle;30-34;;17528;0.0;0;15821;0.0
2018;11;2018-11-01;Alle;30-34;;17629;0.0;0;15821;0.0
2019;1;2019-01-01;Alle;30-34;;17534;0.0;0;15821;0.0
2019;5;2019-05-01;Alle;30-34;;17485;0.0;0;15821;0.0
2019;7;2019-07-01;Alle;30-34;1;17563;0.057;1;15821;0.057
2019;12;2019-12-01;Alle;30-34;1;17531;0.057;1;15821;0.057
2020;4;2020-04-01;Alle;30-34;1;17843;0.056;1;15821;0.056
2020;7;2020-07-01;Alle;30-34;;17890;0.0;0;15821;0.0
2020;8;2020-08-01;Alle;30-34;;17897;0.0;0;15821;0.0
2020;9;2020-09-01;Alle;30-34;;17918;0.0;0;15821;0.0
2020;10;2020-10-01;Alle;30-34;;17959;0.0;0;15821;0.0
2021;1;2021-01-01;Alle;30-34;2;17995;0.111;2;15821;0.111
2021;3;2021-03-01;Alle;30-34;;17937;0.0;0;15821;0.0
2021;5;2021-05-01;Alle;30-34;1;17795;0.056;1;15821;0.056
2022;4;2022-04-01;Alle;30-34;;17873;0.0;0;15821;0.0
2022;6;2022-06-01;Alle;30-34;1;17907;0.056;1;15821;0.056
2022;7;2022-07-01;Alle;30-34;;17925;0.0;0;15821;0.0
2022;10;2022-10-01;Alle;30-34;;18102;0.0;0;15821;0.0
2022;11;2022-11-01;Alle;30-34;1;18118;0.055;1;15821;0.055
2023;9;2023-09-01;Alle;30-34;;18167;0.0;0;15821;0.0
2024;1;2024-01-01;Alle;30-34;;18167;0.0;0;15821;0.0
2024;3;2024-03-01;Alle;30-34;1;18212;0.055;1;15821;0.055
2024;7;2024-07-01;Alle;30-34;1;18120;0.055;1;15821;0.055
2025;2;2025-02-01;Alle;30-34;1;18058;0.055;1;15821;0.055
2025;4;2025-04-01;Alle;30-34;;18070;0.0;0;15821;0.0
2025;6;2025-06-01;Alle;30-34;1;18111;0.055;1;15821;0.055
2025;8;2025-08-01;Alle;30-34;1;18126;0.055;1;15821;0.055
2025;9;2025-09-01;Alle;30-34;;18138;0.0;0;15821;0.0
2012;1;2012-01-01;Alle;35-39;1;13696;0.073;1;13696;0.073
2012;3;2012-03-01;Alle;35-39;2;13782;0.145;2;13696;0.145
2012;5;2012-05-01;Alle;35-39;;13842;0.0;0;13696;0.0
2013;4;2013-04-01;Alle;35-39;2;14185;0.141;2;13696;0.141
2013;11;2013-11-01;Alle;35-39;;14483;0.0;0;13696;0.0
2014;4;2014-04-01;Alle;35-39;1;14537;0.069;1;13696;0.069
2014;12;2014-12-01;Alle;35-39;1;14612;0.068;1;13696;0.068
2015;2;2015-02-01;Alle;35-39;1;14660;0.068;1;13696;0.068
2015;3;2015-03-01;Alle;35-39;;14714;0.0;0;13696;0.0
2015;7;2015-07-01;Alle;35-39;1;14895;0.067;1;13696;0.067
2015;11;2015-11-01;Alle;35-39;1;15055;0.066;1;13696;0.066
2016;2;2016-02-01;Alle;35-39;;15151;0.0;0;13696;0.0
2016;4;2016-04-01;Alle;35-39;;15225;0.0;0;13696;0.0
2016;11;2016-11-01;Alle;35-39;1;15460;0.065;1;13696;0.065
2016;12;2016-12-01;Alle;35-39;2;15445;0.129;2;13696;0.129
2017;4;2017-04-01;Alle;35-39;;15514;0.0;0;13696;0.0
2017;5;2017-05-01;Alle;35-39;;15543;0.0;0;13696;0.0
2017;6;2017-06-01;Alle;35-39;;15573;0.0;0;13696;0.0
2017;7;2017-07-01;Alle;35-39;1;15632;0.064;1;13696;0.064
2017;8;2017-08-01;Alle;35-39;;15705;0.0;0;13696;0.0
2017;11;2017-11-01;Alle;35-39;1;15859;0.063;1;13696;0.063
2018;3;2018-03-01;Alle;35-39;2;16064;0.125;2;13696;0.125
2018;5;2018-05-01;Alle;35-39;1;16091;0.062;1;13696;0.062
2018;7;2018-07-01;Alle;35-39;;16137;0.0;0;13696;0.0
2018;11;2018-11-01;Alle;35-39;2;16253;0.123;2;13696;0.123
2019;3;2019-03-01;Alle;35-39;;16387;0.0;0;13696;0.0
2019;6;2019-06-01;Alle;35-39;;16472;0.0;0;13696;0.0
2019;11;2019-11-01;Alle;35-39;;16632;0.0;0;13696;0.0
2020;4;2020-04-01;Alle;35-39;;16743;0.0;0;13696;0.0
2020;5;2020-05-01;Alle;35-39;1;16753;0.06;1;13696;0.06
2020;8;2020-08-01;Alle;35-39;1;16728;0.06;1;13696;0.06
2021;3;2021-03-01;Alle;35-39;;16647;0.0;0;13696;0.0
2021;4;2021-04-01;Alle;35-39;;16649;0.0;0;13696;0.0
2021;10;2021-10-01;Alle;35-39;1;16622;0.06;1;13696;0.06
2022;4;2022-04-01;Alle;35-39;3;16838;0.178;2;13696;0.178
2022;6;2022-06-01;Alle;35-39;1;16923;0.059;1;13696;0.059
2022;7;2022-07-01;Alle;35-39;1;16921;0.059;1;13696;0.059
2022;10;2022-10-01;Alle;35-39;1;16909;0.059;1;13696;0.059
2023;5;2023-05-01;Alle;35-39;;17149;0.0;0;13696;0.0
2023;6;2023-06-01;Alle;35-39;2;17179;0.116;2;13696;0.116
2023;7;2023-07-01;Alle;35-39;1;17174;0.058;1;13696;0.058
2023;12;2023-12-01;Alle;35-39;1;17200;0.058;1;13696;0.058
2024;5;2024-05-01;Alle;35-39;1;17334;0.058;1;13696;0.058
2024;9;2024-09-01;Alle;35-39;1;17375;0.058;1;13696;0.058
2024;11;2024-11-01;Alle;35-39;1;17417;0.057;1;13696;0.057
2024;12;2024-12-01;Alle;35-39;;17417;0.0;0;13696;0.0
2025;1;2025-01-01;Alle;35-39;;17442;0.0;0;13696;0.0
2012;1;2012-01-01;Alle;40-44;1;13612;0.073;1;13612;0.073
2012;4;2012-04-01;Alle;40-44;2;13568;0.147;2;13612;0.147
2012;5;2012-05-01;Alle;40-44;3;13552;0.221;3;13612;0.221
2012;10;2012-10-01;Alle;40-44;4;13453;0.297;4;13612;0.297
2012;11;2012-11-01;Alle;40-44;1;13446;0.074;1;13612;0.074
2013;4;2013-04-01;Alle;40-44;2;13357;0.15;2;13612;0.15
2013;9;2013-09-01;Alle;40-44;1;13420;0.075;1;13612;0.075
2013;10;2013-10-01;Alle;40-44;1;13416;0.075;1;13612;0.075
2013;12;2013-12-01;Alle;40-44;2;13372;0.15;2;13612;0.15
2014;1;2014-01-01;Alle;40-44;3;13345;0.225;3;13612;0.225
2014;4;2014-04-01;Alle;40-44;1;13341;0.075;1;13612;0.075
2014;6;2014-06-01;Alle;40-44;;13358;0.0;0;13612;0.0
2014;7;2014-07-01;Alle;40-44;4;13338;0.3;4;13612;0.3
2014;10;2014-10-01;Alle;40-44;1;13282;0.075;1;13612;0.075
2014;12;2014-12-01;Alle;40-44;2;13269;0.151;2;13612;0.151
2015;2;2015-02-01;Alle;40-44;;13225;0.0;0;13612;0.0
2015;3;2015-03-01;Alle;40-44;1;13209;0.076;1;13612;0.076
2015;8;2015-08-01;Alle;40-44;2;13209;0.151;2;13612;0.151
2016;3;2016-03-01;Alle;40-44;2;13255;0.151;2;13612;0.151
2016;4;2016-04-01;Alle;40-44;4;13258;0.302;4;13612;0.302
2016;12;2016-12-01;Alle;40-44;;13416;0.0;0;13612;0.0
2017;3;2017-03-01;Alle;40-44;1;13535;0.074;1;13612;0.074
2017;8;2017-08-01;Alle;40-44;;13626;0.0;0;13612;0.0
2017;11;2017-11-01;Alle;40-44;1;13772;0.073;1;13612;0.073
2018;3;2018-03-01;Alle;40-44;1;13906;0.072;1;13612;0.072
2018;6;2018-06-01;Alle;40-44;;14005;0.0;0;13612;0.0
2018;12;2018-12-01;Alle;40-44;2;14073;0.142;2;13612;0.142
2019;1;2019-01-01;Alle;40-44;1;14090;0.071;1;13612;0.071
2019;10;2019-10-01;Alle;40-44;1;14202;0.07;1;13612;0.07
2020;2;2020-02-01;Alle;40-44;1;14264;0.07;1;13612;0.07
2020;4;2020-04-01;Alle;40-44;;14342;0.0;0;13612;0.0
2020;8;2020-08-01;Alle;40-44;3;14478;0.207;3;13612;0.207
2021;2;2021-02-01;Alle;40-44;;14697;0.0;0;13612;0.0
2021;6;2021-06-01;Alle;40-44;1;14700;0.068;1;13612;0.068
2021;12;2021-12-01;Alle;40-44;;14848;0.0;0;13612;0.0
2022;1;2022-01-01;Alle;40-44;1;14857;0.067;1;13612;0.067
2022;2;2022-02-01;Alle;40-44;1;14877;0.067;1;13612;0.067
2022;6;2022-06-01;Alle;40-44;;15143;0.0;0;13612;0.0
2022;10;2022-10-01;Alle;40-44;2;15291;0.131;2;13612;0.131
2023;5;2023-05-01;Alle;40-44;1;15568;0.064;1;13612;0.064
2023;9;2023-09-01;Alle;40-44;2;15703;0.127;2;13612;0.127
2023;11;2023-11-01;Alle;40-44;;15759;0.0;0;13612;0.0
2023;12;2023-12-01;Alle;40-44;2;15779;0.127;2;13612;0.127
2024;5;2024-05-01;Alle;40-44;1;15932;0.063;1;13612;0.063
2024;8;2024-08-01;Alle;40-44;1;16031;0.062;1;13612;0.062
2024;10;2024-10-01;Alle;40-44;4;16127;0.248;3;13612;0.248
2024;12;2024-12-01;Alle;40-44;1;16228;0.062;1;13612;0.062
2025;4;2025-04-01;Alle;40-44;;16265;0.0;0;13612;0.0
2025;8;2025-08-01;Alle;40-44;1;16395;0.061;1;13612;0.061
2012;3;2012-03-01;Alle;45-49;4;14927;0.268;4;14959;0.268
2013;3;2013-03-01;Alle;45-49;3;14881;0.202;3;14959;0.202
2013;5;2013-05-01;Alle;45-49;1;14872;0.067;1;14959;0.067
2013;6;2013-06-01;Alle;45-49;2;14893;0.134;2;14959;0.134
2013;7;2013-07-01;Alle;45-49;1;14901;0.067;1;14959;0.067
2014;4;2014-04-01;Alle;45-49;4;14612;0.274;4;14959;0.274
2014;8;2014-08-01;Alle;45-49;1;14545;0.069;1;14959;0.069
2015;2;2015-02-01;Alle;45-49;2;14391;0.139;2;14959;0.139
2015;3;2015-03-01;Alle;45-49;6;14359;0.418;6;14959;0.418
2015;5;2015-05-01;Alle;45-49;;14333;0.0;0;14959;0.0
2015;7;2015-07-01;Alle;45-49;5;14244;0.351;5;14959;0.351
2015;8;2015-08-01;Alle;45-49;5;14204;0.352;5;14959;0.352
2015;10;2015-10-01;Alle;45-49;2;14114;0.142;2;14959;0.142
2015;11;2015-11-01;Alle;45-49;1;14089;0.071;1;14959;0.071
2016;5;2016-05-01;Alle;45-49;;13942;0.0;0;14959;0.0
2016;10;2016-10-01;Alle;45-49;2;13763;0.145;2;14959;0.145
2016;11;2016-11-01;Alle;45-49;1;13718;0.073;1;14959;0.073
2016;12;2016-12-01;Alle;45-49;5;13681;0.365;5;14959;0.365
2017;2;2017-02-01;Alle;45-49;1;13619;0.073;1;14959;0.073
2017;3;2017-03-01;Alle;45-49;2;13594;0.147;2;14959;0.147
2017;6;2017-06-01;Alle;45-49;3;13482;0.223;3;14959;0.223
2017;8;2017-08-01;Alle;45-49;2;13410;0.149;2;14959;0.149
2017;9;2017-09-01;Alle;45-49;2;13368;0.15;2;14959;0.15
2018;3;2018-03-01;Alle;45-49;2;13237;0.151;2;14959;0.151
2018;4;2018-04-01;Alle;45-49;4;13217;0.303;5;14959;0.303
2018;6;2018-06-01;Alle;45-49;1;13187;0.076;1;14959;0.076
2018;7;2018-07-01;Alle;45-49;3;13149;0.228;3;14959;0.228
2018;8;2018-08-01;Alle;45-49;2;13142;0.152;2;14959;0.152
2019;1;2019-01-01;Alle;45-49;;13031;0.0;0;14959;0.0
2019;4;2019-04-01;Alle;45-49;1;13038;0.077;1;14959;0.077
2019;6;2019-06-01;Alle;45-49;3;13007;0.231;3;14959;0.231
2019;8;2019-08-01;Alle;45-49;2;13009;0.154;2;14959;0.154
2019;9;2019-09-01;Alle;45-49;;13000;0.0;0;14959;0.0
2019;12;2019-12-01;Alle;45-49;;12995;0.0;0;14959;0.0
2020;2;2020-02-01;Alle;45-49;;13073;0.0;0;14959;0.0
2020;3;2020-03-01;Alle;45-49;;13076;0.0;0;14959;0.0
2020;8;2020-08-01;Alle;45-49;3;13099;0.229;3;14959;0.229
2021;2;2021-02-01;Alle;45-49;2;13137;0.152;2;14959;0.152
2021;5;2021-05-01;Alle;45-49;3;13176;0.228;3;14959;0.228
2021;7;2021-07-01;Alle;45-49;5;13182;0.379;6;14959;0.379
2021;8;2021-08-01;Alle;45-49;1;13160;0.076;1;14959;0.076
2021;9;2021-09-01;Alle;45-49;1;13144;0.076;1;14959;0.076
2022;2;2022-02-01;Alle;45-49;3;13199;0.227;3;14959;0.227
2022;7;2022-07-01;Alle;45-49;1;13351;0.075;1;14959;0.075
2022;11;2022-11-01;Alle;45-49;;13435;0.0;0;14959;0.0
2022;12;2022-12-01;Alle;45-49;;13453;0.0;0;14959;0.0
2023;1;2023-01-01;Alle;45-49;;13466;0.0;0;14959;0.0
2023;2;2023-02-01;Alle;45-49;3;13487;0.222;3;14959;0.222
2023;7;2023-07-01;Alle;45-49;1;13588;0.074;1;14959;0.074
2023;9;2023-09-01;Alle;45-49;2;13676;0.146;2;14959;0.146
2024;3;2024-03-01;Alle;45-49;2;13784;0.145;2;14959;0.145
2024;4;2024-04-01;Alle;45-49;1;13754;0.073;1;14959;0.073
2024;9;2024-09-01;Alle;45-49;2;13817;0.145;2;14959;0.145
2024;10;2024-10-01;Alle;45-49;;13843;0.0;0;14959;0.0
2024;12;2024-12-01;Alle;45-49;3;13815;0.217;3;14959;0.217
2025;1;2025-01-01;Alle;45-49;1;13862;0.072;1;14959;0.072
2025;4;2025-04-01;Alle;45-49;3;14001;0.214;3;14959;0.214
2025;6;2025-06-01;Alle;45-49;2;14084;0.142;2;14959;0.142
2025;10;2025-10-01;Alle;45-49;2;14194;0.141;2;14959;0.141
2012;2;2012-02-01;Alle;5-9;;7330;0.0;0;7322;0.0
2012;4;2012-04-01;Alle;5-9;;7330;0.0;0;7322;0.0
2012;8;2012-08-01;Alle;5-9;;7357;0.0;0;7322;0.0
2012;11;2012-11-01;Alle;5-9;;7461;0.0;0;7322;0.0
2013;3;2013-03-01;Alle;5-9;;7543;0.0;0;7322;0.0
2013;5;2013-05-01;Alle;5-9;;7542;0.0;0;7322;0.0
2013;7;2013-07-01;Alle;5-9;;7559;0.0;0;7322;0.0
2013;8;2013-08-01;Alle;5-9;;7585;0.0;0;7322;0.0
2013;10;2013-10-01;Alle;5-9;;7617;0.0;0;7322;0.0
2013;11;2013-11-01;Alle;5-9;;7613;0.0;0;7322;0.0
2013;12;2013-12-01;Alle;5-9;;7593;0.0;0;7322;0.0
2014;3;2014-03-01;Alle;5-9;;7615;0.0;0;7322;0.0
2014;9;2014-09-01;Alle;5-9;;7735;0.0;0;7322;0.0
2015;1;2015-01-01;Alle;5-9;;7775;0.0;0;7322;0.0
2015;2;2015-02-01;Alle;5-9;;7807;0.0;0;7322;0.0
2015;4;2015-04-01;Alle;5-9;;7834;0.0;0;7322;0.0
2015;9;2015-09-01;Alle;5-9;;7929;0.0;0;7322;0.0
2015;10;2015-10-01;Alle;5-9;;7979;0.0;0;7322;0.0
2016;3;2016-03-01;Alle;5-9;;8085;0.0;0;7322;0.0
2016;4;2016-04-01;Alle;5-9;;8123;0.0;0;7322;0.0
2016;5;2016-05-01;Alle;5-9;;8137;0.0;0;7322;0.0
2017;10;2017-10-01;Alle;5-9;;8451;0.0;0;7322;0.0
2018;1;2018-01-01;Alle;5-9;;8495;0.0;0;7322;0.0
2018;3;2018-03-01;Alle;5-9;;8551;0.0;0;7322;0.0
2018;4;2018-04-01;Alle;5-9;;8588;0.0;0;7322;0.0
2018;12;2018-12-01;Alle;5-9;;8624;0.0;0;7322;0.0
2019;2;2019-02-01;Alle;5-9;;8681;0.0;0;7322;0.0
2019;9;2019-09-01;Alle;5-9;;8733;0.0;0;7322;0.0
