Jahr;Monat;Jahr und Monat;Geschlecht;Altersgruppe;Anzahl Verstorbene;Mittlere Bevölkerung;Rohe Sterbeziffer pro 1000 Einwohner;Erwartete Anzahl Verstorbene;Mittlere Referenzbevölkerung;Standardisierte Sterberate
2012;6;2012-06-01;Frauen;65-69;3;5110;0.587;3;5147;0.587
2012;9;2012-09-01;Frauen;65-69;4;5107;0.783;4;5147;0.783
2012;10;2012-10-01;Frauen;65-69;7;5099;1.373;7;5147;1.373
2012;11;2012-11-01;Frauen;65-69;4;5098;0.785;4;5147;0.785
2012;12;2012-12-01;Frauen;65-69;3;5107;0.587;3;5147;0.587
2013;2;2013-02-01;Frauen;65-69;6;5111;1.174;6;5147;1.174
2013;3;2013-03-01;Frauen;65-69;4;5106;0.783;4;5147;0.783
2013;4;2013-04-01;Frauen;65-69;7;5104;1.371;7;5147;1.371
2013;12;2013-12-01;Frauen;65-69;5;5092;0.982;5;5147;0.982
2014;2;2014-02-01;Frauen;65-69;4;5107;0.783;4;5147;0.783
2014;6;2014-06-01;Frauen;65-69;3;5110;0.587;3;5147;0.587
2014;9;2014-09-01;Frauen;65-69;3;5111;0.587;3;5147;0.587
2015;2;2015-02-01;Frauen;65-69;4;5111;0.783;4;5147;0.783
2015;4;2015-04-01;Frauen;65-69;8;5084;1.574;8;5147;1.574
2015;7;2015-07-01;Frauen;65-69;8;5098;1.569;8;5147;1.569
2015;10;2015-10-01;Frauen;65-69;2;5129;0.39;2;5147;0.39
2015;11;2015-11-01;Frauen;65-69;2;5116;0.391;2;5147;0.391
2016;1;2016-01-01;Frauen;65-69;4;5104;0.784;4;5147;0.784
2016;2;2016-02-01;Frauen;65-69;4;5100;0.784;4;5147;0.784
2017;2;2017-02-01;Frauen;65-69;11;5061;2.174;11;5147;2.174
2017;4;2017-04-01;Frauen;65-69;3;5053;0.594;3;5147;0.594
2017;7;2017-07-01;Frauen;65-69;3;5044;0.595;3;5147;0.595
2017;12;2017-12-01;Frauen;65-69;3;5055;0.593;3;5147;0.593
2018;3;2018-03-01;Frauen;65-69;6;5051;1.188;6;5147;1.188
2018;4;2018-04-01;Frauen;65-69;4;5041;0.794;4;5147;0.794
2018;5;2018-05-01;Frauen;65-69;4;5029;0.795;4;5147;0.795
2018;7;2018-07-01;Frauen;65-69;4;5026;0.796;4;5147;0.796
2018;9;2018-09-01;Frauen;65-69;7;5011;1.397;7;5147;1.397
2018;11;2018-11-01;Frauen;65-69;5;4991;1.002;5;5147;1.002
2018;12;2018-12-01;Frauen;65-69;;4992;0.0;0;5147;0.0
2019;4;2019-04-01;Frauen;65-69;1;4969;0.201;1;5147;0.201
2019;10;2019-10-01;Frauen;65-69;4;4975;0.804;4;5147;0.804
2019;12;2019-12-01;Frauen;65-69;2;4994;0.401;2;5147;0.401
2020;1;2020-01-01;Frauen;65-69;3;4985;0.602;3;5147;0.602
2020;7;2020-07-01;Frauen;65-69;3;4966;0.604;3;5147;0.604
2020;8;2020-08-01;Frauen;65-69;3;4985;0.602;3;5147;0.602
2020;9;2020-09-01;Frauen;65-69;7;4981;1.405;7;5147;1.405
2020;12;2020-12-01;Frauen;65-69;4;4989;0.802;4;5147;0.802
2021;4;2021-04-01;Frauen;65-69;3;4983;0.602;3;5147;0.602
2021;5;2021-05-01;Frauen;65-69;6;4992;1.202;6;5147;1.202
2022;4;2022-04-01;Frauen;65-69;7;5125;1.366;7;5147;1.366
2022;12;2022-12-01;Frauen;65-69;7;5137;1.363;7;5147;1.363
2023;1;2023-01-01;Frauen;65-69;5;5138;0.973;5;5147;0.973
2023;3;2023-03-01;Frauen;65-69;7;5147;1.36;7;5147;1.36
2023;9;2023-09-01;Frauen;65-69;2;5217;0.383;2;5147;0.383
2024;1;2024-01-01;Frauen;65-69;1;5232;0.191;1;5147;0.191
2024;5;2024-05-01;Frauen;65-69;6;5274;1.138;6;5147;1.138
2024;12;2024-12-01;Frauen;65-69;3;5330;0.563;3;5147;0.563
2025;2;2025-02-01;Frauen;65-69;;5369;0.0;0;5147;0.0
2025;4;2025-04-01;Frauen;65-69;5;5400;0.926;5;5147;0.926
2012;1;2012-01-01;Frauen;70-74;6;4669;1.285;6;4669;1.285
2012;3;2012-03-01;Frauen;70-74;3;4668;0.643;3;4669;0.643
2012;4;2012-04-01;Frauen;70-74;3;4672;0.642;3;4669;0.642
2012;6;2012-06-01;Frauen;70-74;7;4690;1.493;7;4669;1.493
2012;8;2012-08-01;Frauen;70-74;4;4681;0.855;4;4669;0.855
2012;11;2012-11-01;Frauen;70-74;3;4683;0.641;3;4669;0.641
2013;1;2013-01-01;Frauen;70-74;5;4678;1.069;5;4669;1.069
2013;3;2013-03-01;Frauen;70-74;4;4706;0.85;4;4669;0.85
2013;6;2013-06-01;Frauen;70-74;3;4721;0.635;3;4669;0.635
2013;7;2013-07-01;Frauen;70-74;6;4723;1.27;6;4669;1.27
2013;9;2013-09-01;Frauen;70-74;6;4733;1.268;6;4669;1.268
2014;1;2014-01-01;Frauen;70-74;9;4756;1.893;9;4669;1.893
2014;3;2014-03-01;Frauen;70-74;4;4753;0.842;4;4669;0.842
2014;5;2014-05-01;Frauen;70-74;7;4751;1.473;7;4669;1.473
2014;6;2014-06-01;Frauen;70-74;8;4753;1.683;8;4669;1.683
2014;11;2014-11-01;Frauen;70-74;6;4740;1.266;6;4669;1.266
2015;3;2015-03-01;Frauen;70-74;7;4706;1.488;7;4669;1.488
2015;10;2015-10-01;Frauen;70-74;3;4730;0.634;3;4669;0.634
2016;2;2016-02-01;Frauen;70-74;4;4752;0.842;4;4669;0.842
2016;3;2016-03-01;Frauen;70-74;6;4769;1.258;6;4669;1.258
2016;10;2016-10-01;Frauen;70-74;6;4734;1.267;6;4669;1.267
2016;12;2016-12-01;Frauen;70-74;6;4709;1.274;6;4669;1.274
2017;1;2017-01-01;Frauen;70-74;7;4701;1.489;7;4669;1.489
2017;2;2017-02-01;Frauen;70-74;6;4713;1.273;6;4669;1.273
2017;9;2017-09-01;Frauen;70-74;1;4665;0.214;1;4669;0.214
2017;10;2017-10-01;Frauen;70-74;8;4654;1.719;8;4669;1.719
2017;11;2017-11-01;Frauen;70-74;7;4654;1.504;7;4669;1.504
2017;12;2017-12-01;Frauen;70-74;3;4667;0.643;3;4669;0.643
2018;2;2018-02-01;Frauen;70-74;3;4677;0.642;3;4669;0.642
2018;3;2018-03-01;Frauen;70-74;5;4672;1.07;5;4669;1.07
2018;5;2018-05-01;Frauen;70-74;2;4655;0.43;2;4669;0.43
2018;11;2018-11-01;Frauen;70-74;6;4662;1.287;6;4669;1.287
2019;1;2019-01-01;Frauen;70-74;6;4676;1.283;6;4669;1.283
2019;6;2019-06-01;Frauen;70-74;4;4703;0.851;4;4669;0.851
2019;8;2019-08-01;Frauen;70-74;3;4705;0.638;3;4669;0.638
2019;9;2019-09-01;Frauen;70-74;6;4687;1.28;6;4669;1.28
2019;11;2019-11-01;Frauen;70-74;4;4675;0.856;4;4669;0.856
2019;12;2019-12-01;Frauen;70-74;8;4682;1.709;8;4669;1.709
2020;1;2020-01-01;Frauen;70-74;7;4688;1.493;7;4669;1.493
2020;12;2020-12-01;Frauen;70-74;4;4724;0.847;4;4669;0.847
2021;5;2021-05-01;Frauen;70-74;10;4715;2.121;10;4669;2.121
2021;6;2021-06-01;Frauen;70-74;5;4700;1.064;5;4669;1.064
2021;7;2021-07-01;Frauen;70-74;4;4702;0.851;4;4669;0.851
2021;8;2021-08-01;Frauen;70-74;2;4705;0.425;2;4669;0.425
2021;10;2021-10-01;Frauen;70-74;8;4696;1.704;8;4669;1.704
2022;3;2022-03-01;Frauen;70-74;9;4677;1.924;9;4669;1.924
2022;5;2022-05-01;Frauen;70-74;4;4679;0.855;4;4669;0.855
2022;6;2022-06-01;Frauen;70-74;6;4677;1.283;6;4669;1.283
2022;12;2022-12-01;Frauen;70-74;3;4695;0.639;3;4669;0.639
2023;11;2023-11-01;Frauen;70-74;7;4681;1.495;7;4669;1.495
2024;2;2024-02-01;Frauen;70-74;2;4676;0.428;2;4669;0.428
2024;8;2024-08-01;Frauen;70-74;6;4646;1.292;6;4669;1.292
2025;4;2025-04-01;Frauen;70-74;4;4697;0.852;4;4669;0.852
2025;6;2025-06-01;Frauen;70-74;2;4681;0.427;2;4669;0.427
2025;8;2025-08-01;Frauen;70-74;4;4700;0.851;4;4669;0.851
2025;10;2025-10-01;Frauen;70-74;5;4689;1.066;5;4669;1.066
2012;3;2012-03-01;Frauen;75-79;12;4447;2.699;12;4458;2.699
2012;4;2012-04-01;Frauen;75-79;11;4441;2.477;11;4458;2.477
2012;6;2012-06-01;Frauen;75-79;11;4435;2.48;11;4458;2.48
2012;7;2012-07-01;Frauen;75-79;1;4440;0.225;1;4458;0.225
2012;10;2012-10-01;Frauen;75-79;6;4428;1.355;6;4458;1.355
2012;12;2012-12-01;Frauen;75-79;11;4419;2.49;11;4458;2.49
2013;3;2013-03-01;Frauen;75-79;9;4407;2.042;9;4458;2.042
2013;6;2013-06-01;Frauen;75-79;5;4421;1.131;5;4458;1.131
2013;7;2013-07-01;Frauen;75-79;7;4416;1.585;7;4458;1.585
2014;3;2014-03-01;Frauen;75-79;7;4360;1.606;7;4458;1.606
2014;4;2014-04-01;Frauen;75-79;8;4357;1.836;8;4458;1.836
2014;6;2014-06-01;Frauen;75-79;2;4352;0.46;2;4458;0.46
2015;2;2015-02-01;Frauen;75-79;11;4374;2.515;11;4458;2.515
2015;3;2015-03-01;Frauen;75-79;14;4380;3.197;14;4458;3.197
2015;4;2015-04-01;Frauen;75-79;13;4389;2.962;13;4458;2.962
2015;8;2015-08-01;Frauen;75-79;12;4306;2.787;12;4458;2.787
2015;10;2015-10-01;Frauen;75-79;6;4268;1.406;6;4458;1.406
2016;2;2016-02-01;Frauen;75-79;7;4236;1.653;7;4458;1.653
2016;4;2016-04-01;Frauen;75-79;4;4211;0.95;4;4458;0.95
2016;8;2016-08-01;Frauen;75-79;6;4254;1.41;6;4458;1.41
2016;9;2016-09-01;Frauen;75-79;8;4257;1.879;8;4458;1.879
2016;10;2016-10-01;Frauen;75-79;6;4254;1.41;6;4458;1.41
2017;11;2017-11-01;Frauen;75-79;10;4265;2.345;10;4458;2.345
2018;5;2018-05-01;Frauen;75-79;5;4282;1.168;5;4458;1.168
2018;10;2018-10-01;Frauen;75-79;8;4311;1.856;8;4458;1.856
2019;2;2019-02-01;Frauen;75-79;15;4296;3.492;16;4458;3.492
2019;3;2019-03-01;Frauen;75-79;9;4283;2.102;9;4458;2.102
2019;4;2019-04-01;Frauen;75-79;9;4277;2.105;9;4458;2.105
2019;5;2019-05-01;Frauen;75-79;15;4275;3.509;16;4458;3.509
2019;6;2019-06-01;Frauen;75-79;4;4274;0.936;4;4458;0.936
2019;7;2019-07-01;Frauen;75-79;11;4271;2.576;11;4458;2.576
2019;9;2019-09-01;Frauen;75-79;11;4270;2.576;11;4458;2.576
2019;12;2019-12-01;Frauen;75-79;9;4266;2.11;9;4458;2.11
2020;1;2020-01-01;Frauen;75-79;7;4265;1.641;7;4458;1.641
2020;5;2020-05-01;Frauen;75-79;4;4265;0.938;4;4458;0.938
2020;7;2020-07-01;Frauen;75-79;6;4256;1.41;6;4458;1.41
2020;11;2020-11-01;Frauen;75-79;4;4271;0.937;4;4458;0.937
2021;3;2021-03-01;Frauen;75-79;8;4311;1.856;8;4458;1.856
2021;4;2021-04-01;Frauen;75-79;4;4315;0.927;4;4458;0.927
2021;5;2021-05-01;Frauen;75-79;8;4310;1.856;8;4458;1.856
2021;7;2021-07-01;Frauen;75-79;4;4288;0.933;4;4458;0.933
2021;10;2021-10-01;Frauen;75-79;15;4261;3.52;16;4458;3.52
2021;11;2021-11-01;Frauen;75-79;11;4253;2.587;12;4458;2.587
2022;1;2022-01-01;Frauen;75-79;9;4236;2.125;9;4458;2.125
2022;3;2022-03-01;Frauen;75-79;7;4242;1.65;7;4458;1.65
2022;5;2022-05-01;Frauen;75-79;7;4233;1.654;7;4458;1.654
2022;6;2022-06-01;Frauen;75-79;8;4225;1.893;8;4458;1.893
2022;7;2022-07-01;Frauen;75-79;6;4228;1.419;6;4458;1.419
2023;4;2023-04-01;Frauen;75-79;2;4237;0.472;2;4458;0.472
2023;5;2023-05-01;Frauen;75-79;5;4224;1.184;5;4458;1.184
2023;7;2023-07-01;Frauen;75-79;3;4219;0.711;3;4458;0.711
2023;8;2023-08-01;Frauen;75-79;12;4227;2.839;13;4458;2.839
2023;9;2023-09-01;Frauen;75-79;13;4221;3.08;14;4458;3.08
2024;3;2024-03-01;Frauen;75-79;9;4252;2.117;9;4458;2.117
2024;6;2024-06-01;Frauen;75-79;10;4270;2.342;10;4458;2.342
2024;9;2024-09-01;Frauen;75-79;3;4249;0.706;3;4458;0.706
2024;10;2024-10-01;Frauen;75-79;6;4247;1.413;6;4458;1.413
2025;3;2025-03-01;Frauen;75-79;7;4265;1.641;7;4458;1.641
2025;4;2025-04-01;Frauen;75-79;9;4245;2.12;9;4458;2.12
2025;8;2025-08-01;Frauen;75-79;7;4260;1.643;7;4458;1.643
2025;10;2025-10-01;Frauen;75-79;4;4302;0.93;4;4458;0.93
2012;1;2012-01-01;Frauen;80-84;17;4220;4.028;17;4220;4.028
2012;11;2012-11-01;Frauen;80-84;16;4207;3.804;16;4220;3.804
2013;3;2013-03-01;Frauen;80-84;15;4172;3.596;15;4220;3.596
2013;4;2013-04-01;Frauen;80-84;18;4155;4.333;18;4220;4.333
2013;6;2013-06-01;Frauen;80-84;16;4120;3.883;16;4220;3.883
2013;7;2013-07-01;Frauen;80-84;20;4091;4.889;21;4220;4.889
2013;8;2013-08-01;Frauen;80-84;14;4071;3.439;15;4220;3.439
2013;10;2013-10-01;Frauen;80-84;16;4072;3.929;17;4220;3.929
2013;11;2013-11-01;Frauen;80-84;23;4055;5.673;24;4220;5.673
2014;4;2014-04-01;Frauen;80-84;8;3975;2.013;8;4220;2.013
2014;8;2014-08-01;Frauen;80-84;15;3949;3.798;16;4220;3.798
2014;9;2014-09-01;Frauen;80-84;12;3937;3.048;13;4220;3.048
2014;10;2014-10-01;Frauen;80-84;16;3920;4.082;17;4220;4.082
2014;11;2014-11-01;Frauen;80-84;6;3921;1.53;6;4220;1.53
2015;3;2015-03-01;Frauen;80-84;19;3881;4.896;21;4220;4.896
2015;7;2015-07-01;Frauen;80-84;14;3893;3.597;15;4220;3.597
2016;4;2016-04-01;Frauen;80-84;14;3849;3.637;15;4220;3.637
2016;5;2016-05-01;Frauen;80-84;17;3846;4.42;19;4220;4.42
2016;8;2016-08-01;Frauen;80-84;19;3808;4.99;21;4220;4.99
2017;7;2017-07-01;Frauen;80-84;19;3760;5.054;21;4220;5.054
2017;8;2017-08-01;Frauen;80-84;16;3746;4.272;18;4220;4.272
2018;4;2018-04-01;Frauen;80-84;15;3722;4.03;17;4220;4.03
2018;6;2018-06-01;Frauen;80-84;17;3743;4.542;19;4220;4.542
2018;11;2018-11-01;Frauen;80-84;12;3707;3.238;14;4220;3.238
2020;1;2020-01-01;Frauen;80-84;9;3701;2.432;10;4220;2.432
2020;4;2020-04-01;Frauen;80-84;18;3717;4.843;20;4220;4.843
2020;9;2020-09-01;Frauen;80-84;11;3631;3.029;13;4220;3.029
2020;12;2020-12-01;Frauen;80-84;20;3603;5.551;23;4220;5.551
2021;9;2021-09-01;Frauen;80-84;12;3642;3.295;14;4220;3.295
2022;7;2022-07-01;Frauen;80-84;12;3671;3.269;14;4220;3.269
2022;9;2022-09-01;Frauen;80-84;10;3680;2.718;11;4220;2.718
2022;11;2022-11-01;Frauen;80-84;13;3675;3.538;15;4220;3.538
2022;12;2022-12-01;Frauen;80-84;14;3666;3.819;16;4220;3.819
2023;1;2023-01-01;Frauen;80-84;12;3659;3.28;14;4220;3.28
2023;4;2023-04-01;Frauen;80-84;11;3664;3.002;13;4220;3.002
2023;7;2023-07-01;Frauen;80-84;14;3673;3.812;16;4220;3.812
2023;10;2023-10-01;Frauen;80-84;14;3670;3.815;16;4220;3.815
2023;12;2023-12-01;Frauen;80-84;13;3675;3.537;15;4220;3.537
2024;3;2024-03-01;Frauen;80-84;16;3667;4.363;18;4220;4.363
2024;4;2024-04-01;Frauen;80-84;10;3666;2.728;12;4220;2.728
2024;7;2024-07-01;Frauen;80-84;14;3664;3.821;16;4220;3.821
2024;8;2024-08-01;Frauen;80-84;18;3648;4.935;21;4220;4.935
2024;9;2024-09-01;Frauen;80-84;17;3647;4.661;20;4220;4.661
2024;10;2024-10-01;Frauen;80-84;9;3649;2.466;10;4220;2.466
2024;11;2024-11-01;Frauen;80-84;10;3646;2.743;12;4220;2.743
2025;4;2025-04-01;Frauen;80-84;13;3617;3.594;15;4220;3.594
2025;5;2025-05-01;Frauen;80-84;9;3633;2.477;10;4220;2.477
2025;6;2025-06-01;Frauen;80-84;13;3644;3.568;15;4220;3.568
2025;7;2025-07-01;Frauen;80-84;10;3639;2.748;12;4220;2.748
2025;9;2025-09-01;Frauen;80-84;7;3650;1.918;8;4220;1.918
2012;4;2012-04-01;Frauen;85-89;21;3003;6.993;21;3009;6.993
2012;8;2012-08-01;Frauen;85-89;27;3015;8.957;27;3009;8.957
2013;3;2013-03-01;Frauen;85-89;24;3019;7.951;24;3009;7.951
2013;4;2013-04-01;Frauen;85-89;23;3032;7.587;23;3009;7.587
2013;6;2013-06-01;Frauen;85-89;13;3048;4.266;13;3009;4.266
2013;7;2013-07-01;Frauen;85-89;24;3064;7.834;24;3009;7.834
2013;10;2013-10-01;Frauen;85-89;17;3097;5.489;17;3009;5.489
2013;11;2013-11-01;Frauen;85-89;18;3108;5.792;17;3009;5.792
2014;1;2014-01-01;Frauen;85-89;20;3103;6.446;19;3009;6.446
2014;7;2014-07-01;Frauen;85-89;28;3132;8.94;27;3009;8.94
2014;9;2014-09-01;Frauen;85-89;26;3112;8.355;25;3009;8.355
2014;10;2014-10-01;Frauen;85-89;27;3106;8.694;26;3009;8.694
2014;11;2014-11-01;Frauen;85-89;22;3091;7.119;21;3009;7.119
2015;4;2015-04-01;Frauen;85-89;19;3049;6.232;19;3009;6.232
2015;11;2015-11-01;Frauen;85-89;18;3059;5.885;18;3009;5.885
2016;2;2016-02-01;Frauen;85-89;19;3060;6.21;19;3009;6.21
2016;4;2016-04-01;Frauen;85-89;13;3091;4.206;13;3009;4.206
2016;6;2016-06-01;Frauen;85-89;30;3096;9.691;29;3009;9.691
2016;7;2016-07-01;Frauen;85-89;16;3094;5.171;16;3009;5.171
2016;9;2016-09-01;Frauen;85-89;22;3091;7.119;21;3009;7.119
2016;12;2016-12-01;Frauen;85-89;30;3083;9.731;29;3009;9.731
2017;1;2017-01-01;Frauen;85-89;34;3075;11.057;33;3009;11.057
2017;5;2017-05-01;Frauen;85-89;20;3072;6.51;20;3009;6.51
2017;6;2017-06-01;Frauen;85-89;23;3075;7.48;23;3009;7.48
2017;8;2017-08-01;Frauen;85-89;20;3072;6.51;20;3009;6.51
2017;11;2017-11-01;Frauen;85-89;28;3059;9.153;28;3009;9.153
2018;7;2018-07-01;Frauen;85-89;23;2962;7.766;23;3009;7.766
2018;11;2018-11-01;Frauen;85-89;21;2943;7.136;21;3009;7.136
2018;12;2018-12-01;Frauen;85-89;22;2922;7.529;23;3009;7.529
2019;1;2019-01-01;Frauen;85-89;28;2910;9.624;29;3009;9.624
2019;2;2019-02-01;Frauen;85-89;27;2900;9.312;28;3009;9.312
2019;5;2019-05-01;Frauen;85-89;23;2871;8.011;24;3009;8.011
2019;8;2019-08-01;Frauen;85-89;12;2870;4.182;13;3009;4.182
2019;11;2019-11-01;Frauen;85-89;16;2847;5.621;17;3009;5.621
2019;12;2019-12-01;Frauen;85-89;28;2851;9.821;30;3009;9.821
2020;1;2020-01-01;Frauen;85-89;17;2836;5.994;18;3009;5.994
2020;5;2020-05-01;Frauen;85-89;20;2823;7.085;21;3009;7.085
2020;11;2020-11-01;Frauen;85-89;19;2845;6.678;20;3009;6.678
2020;12;2020-12-01;Frauen;85-89;39;2836;13.754;41;3009;13.754
2021;4;2021-04-01;Frauen;85-89;15;2798;5.362;16;3009;5.362
2021;5;2021-05-01;Frauen;85-89;18;2800;6.43;19;3009;6.43
2021;8;2021-08-01;Frauen;85-89;12;2786;4.308;13;3009;4.308
2021;11;2021-11-01;Frauen;85-89;21;2783;7.547;23;3009;7.547
2022;1;2022-01-01;Frauen;85-89;12;2779;4.318;13;3009;4.318
2022;10;2022-10-01;Frauen;85-89;22;2763;7.962;24;3009;7.962
2023;2;2023-02-01;Frauen;85-89;12;2724;4.406;13;3009;4.406
2023;4;2023-04-01;Frauen;85-89;21;2745;7.652;23;3009;7.652
2023;6;2023-06-01;Frauen;85-89;19;2775;6.848;21;3009;6.848
2023;7;2023-07-01;Frauen;85-89;14;2773;5.049;15;3009;5.049
2023;8;2023-08-01;Frauen;85-89;19;2769;6.863;21;3009;6.863
2023;9;2023-09-01;Frauen;85-89;13;2767;4.698;14;3009;4.698
2023;10;2023-10-01;Frauen;85-89;19;2762;6.879;21;3009;6.879
2023;12;2023-12-01;Frauen;85-89;19;2759;6.888;21;3009;6.888
2024;2;2024-02-01;Frauen;85-89;23;2756;8.347;25;3009;8.347
2024;8;2024-08-01;Frauen;85-89;10;2746;3.642;11;3009;3.642
2025;1;2025-01-01;Frauen;85-89;24;2717;8.835;27;3009;8.835
2025;6;2025-06-01;Frauen;85-89;15;2744;5.466;16;3009;5.466
2025;9;2025-09-01;Frauen;85-89;12;2717;4.417;13;3009;4.417
2012;1;2012-01-01;Frauen;90-94;19;1411;13.47;19;1411;13.47
2012;5;2012-05-01;Frauen;90-94;24;1438;16.696;24;1411;16.696
2013;6;2013-06-01;Frauen;90-94;28;1525;18.367;26;1411;18.367
2013;8;2013-08-01;Frauen;90-94;18;1535;11.726;17;1411;11.726
2013;9;2013-09-01;Frauen;90-94;23;1534;14.998;21;1411;14.998
2013;10;2013-10-01;Frauen;90-94;15;1531;9.798;14;1411;9.798
2014;2;2014-02-01;Frauen;90-94;23;1554;14.805;21;1411;14.805
2014;4;2014-04-01;Frauen;90-94;18;1576;11.421;16;1411;11.421
2014;12;2014-12-01;Frauen;90-94;29;1632;17.77;25;1411;17.77
2015;2;2015-02-01;Frauen;90-94;26;1625;16.0;23;1411;16.0
2015;3;2015-03-01;Frauen;90-94;26;1623;16.02;23;1411;16.02
2015;5;2015-05-01;Frauen;90-94;26;1641;15.844;22;1411;15.844
2015;8;2015-08-01;Frauen;90-94;19;1637;11.61;16;1411;11.61
2016;1;2016-01-01;Frauen;90-94;20;1633;12.247;17;1411;12.247
2016;5;2016-05-01;Frauen;90-94;22;1616;13.618;19;1411;13.618
2016;7;2016-07-01;Frauen;90-94;22;1613;13.643;19;1411;13.643
2016;9;2016-09-01;Frauen;90-94;16;1620;9.877;14;1411;9.877
2016;10;2016-10-01;Frauen;90-94;18;1622;11.097;16;1411;11.097
2016;12;2016-12-01;Frauen;90-94;23;1624;14.163;20;1411;14.163
2017;2;2017-02-01;Frauen;90-94;24;1602;14.981;21;1411;14.981
2017;7;2017-07-01;Frauen;90-94;19;1604;11.845;17;1411;11.845
2017;10;2017-10-01;Frauen;90-94;23;1617;14.224;20;1411;14.224
2018;5;2018-05-01;Frauen;90-94;16;1619;9.883;14;1411;9.883
2018;11;2018-11-01;Frauen;90-94;21;1653;12.704;18;1411;12.704
2018;12;2018-12-01;Frauen;90-94;21;1658;12.666;18;1411;12.666
2019;1;2019-01-01;Frauen;90-94;21;1646;12.762;18;1411;12.762
2019;5;2019-05-01;Frauen;90-94;25;1665;15.015;21;1411;15.015
2019;10;2019-10-01;Frauen;90-94;23;1658;13.872;20;1411;13.872
2020;3;2020-03-01;Frauen;90-94;34;1630;20.859;29;1411;20.859
2020;6;2020-06-01;Frauen;90-94;15;1636;9.172;13;1411;9.172
2020;9;2020-09-01;Frauen;90-94;20;1631;12.262;17;1411;12.262
2020;10;2020-10-01;Frauen;90-94;26;1632;15.931;22;1411;15.931
2020;11;2020-11-01;Frauen;90-94;21;1632;12.872;18;1411;12.872
2021;8;2021-08-01;Frauen;90-94;22;1636;13.452;19;1411;13.452
2021;9;2021-09-01;Frauen;90-94;20;1633;12.251;17;1411;12.251
2021;10;2021-10-01;Frauen;90-94;26;1637;15.888;22;1411;15.888
2022;1;2022-01-01;Frauen;90-94;28;1620;17.289;24;1411;17.289
2022;3;2022-03-01;Frauen;90-94;18;1628;11.057;16;1411;11.057
2022;8;2022-08-01;Frauen;90-94;25;1635;15.295;22;1411;15.295
2022;12;2022-12-01;Frauen;90-94;25;1621;15.423;22;1411;15.423
2023;2;2023-02-01;Frauen;90-94;22;1615;13.627;19;1411;13.627
2023;4;2023-04-01;Frauen;90-94;23;1605;14.33;20;1411;14.33
2023;6;2023-06-01;Frauen;90-94;18;1586;11.353;16;1411;11.353
2023;7;2023-07-01;Frauen;90-94;22;1575;13.968;20;1411;13.968
2023;9;2023-09-01;Frauen;90-94;20;1568;12.759;18;1411;12.759
2024;2;2024-02-01;Frauen;90-94;14;1557;8.995;13;1411;8.995
2024;4;2024-04-01;Frauen;90-94;18;1539;11.696;16;1411;11.696
2025;1;2025-01-01;Frauen;90-94;29;1557;18.632;26;1411;18.632
2025;4;2025-04-01;Frauen;90-94;19;1540;12.342;17;1411;12.342
2025;5;2025-05-01;Frauen;90-94;18;1548;11.632;16;1411;11.632
2025;7;2025-07-01;Frauen;90-94;20;1553;12.878;18;1411;12.878
2012;4;2012-04-01;Frauen;95-99;13;447;29.115;13;451;29.115
2012;6;2012-06-01;Frauen;95-99;10;433;23.095;10;451;23.095
2012;12;2012-12-01;Frauen;95-99;13;414;31.439;14;451;31.439
2013;4;2013-04-01;Frauen;95-99;7;396;17.699;8;451;17.699
2013;5;2013-05-01;Frauen;95-99;6;398;15.094;7;451;15.094
2013;8;2013-08-01;Frauen;95-99;10;390;25.641;12;451;25.641
2014;5;2014-05-01;Frauen;95-99;7;369;18.996;9;451;18.996
2014;6;2014-06-01;Frauen;95-99;4;370;10.825;5;451;10.825
2014;7;2014-07-01;Frauen;95-99;11;369;29.851;13;451;29.851
2014;8;2014-08-01;Frauen;95-99;11;365;30.178;14;451;30.178
2014;11;2014-11-01;Frauen;95-99;13;370;35.183;16;451;35.183
2015;3;2015-03-01;Frauen;95-99;9;381;23.653;11;451;23.653
2015;5;2015-05-01;Frauen;95-99;10;380;26.35;12;451;26.35
2015;6;2015-06-01;Frauen;95-99;6;385;15.605;7;451;15.605
2015;10;2015-10-01;Frauen;95-99;14;395;35.488;16;451;35.488
2015;12;2015-12-01;Frauen;95-99;12;399;30.113;14;451;30.113
2016;2;2016-02-01;Frauen;95-99;9;398;22.642;10;451;22.642
2016;4;2016-04-01;Frauen;95-99;8;411;19.465;9;451;19.465
2016;5;2016-05-01;Frauen;95-99;7;424;16.509;7;451;16.509
2016;12;2016-12-01;Frauen;95-99;15;451;33.296;15;451;33.296
2017;1;2017-01-01;Frauen;95-99;19;446;42.649;19;451;42.649
2017;3;2017-03-01;Frauen;95-99;11;449;24.499;11;451;24.499
2017;6;2017-06-01;Frauen;95-99;7;450;15.573;7;451;15.573
2017;7;2017-07-01;Frauen;95-99;9;457;19.694;9;451;19.694
2017;9;2017-09-01;Frauen;95-99;9;465;19.376;9;451;19.376
2017;10;2017-10-01;Frauen;95-99;11;469;23.454;11;451;23.454
2018;1;2018-01-01;Frauen;95-99;18;481;37.422;17;451;37.422
2018;2;2018-02-01;Frauen;95-99;14;477;29.381;13;451;29.381
2018;9;2018-09-01;Frauen;95-99;9;487;18.48;8;451;18.48
2018;10;2018-10-01;Frauen;95-99;9;488;18.462;8;451;18.462
2019;2;2019-02-01;Frauen;95-99;12;505;23.762;11;451;23.762
